,m,pt,phi,eta
0,-0.5317342,-0.60275966,1.0556316,-0.08476001
1,-0.48669988,-0.59126496,0.54795444,0.4542011
2,-0.49511734,-0.5957629,-0.6213826,0.5475993
3,0.70178556,1.6335833,0.1956447,-1.7897096
4,-0.725989,-0.6111527,0.18523553,0.9725596
5,-0.5317643,-0.60577214,-1.3345141,-0.28205293
6,-0.5714906,-0.6023594,0.9380865,-0.8296917
7,1.065446,1.9187095,1.3126979,-1.2595181
8,-0.5250969,-0.5913625,-0.8215796,1.0735774
9,-0.07332483,-0.33297238,-0.32629484,-0.2755223
10,-0.12829444,-0.37456346,0.89952695,-0.30910468
11,1.9923854,1.4607284,1.5736324,1.3289449
12,2.389692,1.1503925,1.6730103,0.30230132
13,0.42589518,1.564848,0.39075634,-1.9001896
14,-0.5632835,-0.58636177,-0.24475937,-1.5101676
15,-0.67170274,-0.6201897,0.17233887,0.5625821
16,-0.6057104,-0.60320044,1.2912318,-1.0985413
17,-0.5868584,-0.61404395,-1.6358207,0.20939782
18,-1.0667391,-0.5572878,1.2095432,1.9385095
19,-0.29229036,-0.46450242,-1.5058676,1.0956796
20,0.42743805,0.1575743,0.04372695,0.3423548
21,0.97852325,0.50092596,1.1182146,1.149085
22,-0.49505284,-0.5953672,-0.29202658,-0.48616868
23,-0.0102413595,-0.078171134,1.2016561,-1.6182692
24,1.4558902,1.3271339,0.42984936,-1.0116959
25,-0.54033965,-0.57181257,-1.0085448,1.5050907
26,-0.5366129,-0.6082118,-1.4961759,0.72498125
27,0.05014649,1.4361272,1.6229665,-1.2340431
28,-0.430349,-0.51012707,-1.6865128,1.4415481
29,-0.6569558,-0.61224467,0.8658966,-0.82785267
30,-0.46652585,-0.57976085,1.4706128,-0.7997517
31,-0.4426291,-0.54230505,0.48551807,1.2759026
32,-0.3901284,-0.5561979,-0.78068054,0.46619916
33,-0.45114905,-0.58143014,1.3325034,-0.3229208
34,-0.5122686,-0.6001598,0.44863275,-0.61401016
35,-0.4481845,-0.5785185,1.3796427,0.23329422
36,0.8786602,1.0706861,1.1625736,0.6528268
37,-0.48394704,-0.59525603,0.8112067,0.65098536
38,0.6846291,1.7621865,1.6525326,0.4613089
39,-0.4672841,-0.5773079,-1.4278295,-1.1415849
40,-0.5826702,-0.6021529,-1.6266301,1.0254123
41,-0.60634243,-0.60574776,0.39795247,1.2192032
42,0.7235769,1.5615907,-0.18110996,-0.1411097
43,3.4904187,2.565615,-1.6021827,0.817438
44,-0.4697819,-0.5767159,0.37274852,0.8893101
45,0.3677642,1.3789895,0.14687333,1.9046369
46,-0.3525601,-0.53070265,1.2452341,-0.51523083
47,-0.46867588,-0.5838496,0.76280653,0.8041413
48,0.140425,-0.01050812,-1.601103,-1.3791983
49,2.1973367,2.0924904,1.3119384,0.63490725
50,-0.677336,-0.61764574,-0.15018895,-0.31592023
51,-0.6671073,-0.60850495,-0.1312795,0.96612215
52,-0.27481204,-0.48720008,1.0691366,-0.61525923
53,-0.7085507,-0.5893087,-0.3595179,1.7418118
54,0.044307977,-0.22526652,0.19303581,-0.38869447
55,-0.49897313,-0.59244674,-0.06308943,-0.043970525
56,-0.5670532,-0.60173005,-0.9919627,1.120168
57,-0.41520515,-0.56271976,0.87296367,0.6488178
58,0.113293976,-0.17523882,0.37962845,-0.6932991
59,-0.68498796,-0.6209092,0.71738064,-0.382863
60,-0.58774334,-0.61788964,-1.573611,-0.5825673
61,-0.5336823,-0.6016513,-0.27136928,-0.20594853
62,-0.67429245,-0.6017698,-1.6042591,-0.95321757
63,-0.40590107,-0.56211936,-0.5990727,0.22086376
64,-0.5600918,-0.5998184,0.28195092,-0.8457894
65,0.010235369,-0.20331275,1.3520912,1.1008159
66,-0.56759197,-0.5989434,-0.994138,-1.0680685
67,-0.32338744,-0.51949567,0.4846392,0.9486116
68,-0.69902134,-0.6182283,-0.20262755,-0.2732097
69,-0.52943236,-0.55499804,-0.39144912,2.0461469
70,-0.5210924,-0.5818647,0.2797672,1.239368
71,0.6867888,1.4979196,-0.36981574,0.23289514
72,-0.36777487,-0.54259014,1.4377708,-0.033710122
73,-0.53624016,-0.6049646,-1.0740752,-0.013348937
74,-0.49183208,-0.59106696,-0.30070984,0.7860452
75,-0.5102374,-0.58570504,-0.19589323,0.98921573
76,1.0163085,1.1898713,1.3977196,1.5211873
77,-0.46629697,-0.5817197,0.1318126,-0.5241197
78,-0.63286227,-0.61168146,-1.1485832,-0.7777893
