,m,pt,phi,eta
0,-0.5356968,-0.57442796,1.0593561,-0.090987295
1,-0.4705591,-0.5686463,0.5449053,0.4338714
2,-0.50013083,-0.5746484,-0.5898028,0.48334056
3,0.72767395,1.7793562,0.40857953,-1.7980561
4,-0.7250888,-0.600916,0.22454171,0.9130393
5,-0.51143795,-0.5573226,-1.2673557,-0.2970116
6,-0.55063885,-0.5820558,0.9179716,-0.8251744
7,1.1290454,1.5993905,1.2842014,-1.254426
8,-0.52964157,-0.56943405,-0.7661988,1.0228224
9,-0.096658565,-0.24802735,-0.37714058,-0.26698053
10,-0.17643648,-0.32195738,0.8577098,-0.28535336
11,1.8999609,1.2502193,1.4940851,1.3044837
12,2.2212381,1.1321617,1.3530958,0.28891367
13,0.4062954,1.9443494,0.5752018,-1.8669164
14,-0.5761178,-0.5278232,-0.21095626,-1.5547698
15,-0.65017843,-0.60866416,0.2435443,0.5186366
16,-0.5978581,-0.5862843,1.2624601,-1.0943067
17,-0.55852395,-0.5787202,-1.5859841,0.1726124
18,-1.1281352,-0.57600164,1.180636,1.9148576
19,-0.20950225,-0.36679807,-1.4707727,1.0723789
20,0.3149127,0.13134803,0.055799432,0.3616265
21,0.65186316,0.2853966,1.2378114,1.0886462
22,-0.4661804,-0.54708254,-0.30454034,-0.49750262
23,0.047917865,-0.08212435,1.3997225,-1.601346
24,1.4881048,0.9544138,0.52683616,-1.0275714
25,-0.58042455,-0.53948796,-0.9433634,1.4479883
26,-0.5350817,-0.57689667,-1.4078459,0.6977761
27,0.096829556,1.2976356,1.398801,-1.2099397
28,-0.468362,-0.47457287,-1.6626688,1.4452732
29,-0.65409845,-0.5998639,0.8565458,-0.81384176
30,-0.45203713,-0.56276464,1.448118,-0.7818245
31,-0.44895378,-0.5193745,0.4460963,1.202132
32,-0.38593748,-0.5264344,-0.7566701,0.4244718
33,-0.45811388,-0.55966306,1.3470409,-0.32535237
34,-0.5017769,-0.5770601,0.45510584,-0.6242283
35,-0.44573906,-0.5612376,1.3794997,0.22127783
36,0.75312716,1.0901185,1.3369862,0.6356366
37,-0.49495104,-0.5722178,0.8464647,0.6430291
38,0.7636451,1.3967953,1.3381723,0.47288445
39,-0.4380999,-0.5067352,-1.394442,-1.1555464
40,-0.58979464,-0.5904337,-1.5552536,0.9856828
41,-0.60089463,-0.5895833,0.39867294,1.1563644
42,0.5652896,1.5772552,-0.24844144,-0.14114678
43,3.5513048,2.0748303,-1.5157015,0.75755405
44,-0.46742758,-0.56243336,0.3851661,0.85434854
45,0.36076185,0.99806273,-0.2433394,1.8962197
46,-0.30627456,-0.47351155,1.2789767,-0.5185412
47,-0.46400502,-0.55498064,0.7652674,0.7760855
48,0.20776296,0.013964623,-1.4465077,-1.3685124
49,2.0521853,4.5400314,1.5088488,0.656618
50,-0.629474,-0.59871376,-0.1330228,-0.358288
51,-0.65918714,-0.6030016,-0.13753451,0.9349809
52,-0.28914422,-0.46336237,1.0563825,-0.6182106
53,-0.7093473,-0.5920006,-0.35157287,1.7005453
54,0.050436415,-0.23666391,0.18523613,-0.3852346
55,-0.49922028,-0.5515045,-0.056155086,-0.061712325
56,-0.5545204,-0.5746194,-0.9458429,1.0763967
57,-0.4335746,-0.54325306,0.8909391,0.63662314
58,0.109722115,-0.16892925,0.31112462,-0.6694792
59,-0.6713134,-0.6055256,0.744291,-0.3934433
60,-0.5627601,-0.5693455,-1.4796456,-0.5887626
61,-0.5052793,-0.5555314,-0.28792822,-0.22282243
62,-0.62027156,-0.5584494,-1.5584501,-0.93755966
63,-0.40537688,-0.5193856,-0.55583525,0.18565163
64,-0.5412473,-0.5783478,0.29207754,-0.8621327
65,-0.03178052,-0.19305775,1.4179586,1.0700278
66,-0.5254162,-0.5432565,-0.9704322,-1.0897658
67,-0.34604475,-0.49935004,0.45523858,0.90220624
68,-0.636871,-0.598194,-0.17092974,-0.29558688
69,-0.58294827,-0.5517956,-0.35835767,1.9689441
70,-0.5168661,-0.5642096,0.2938205,1.1629405
71,0.7189396,1.774483,-0.17836675,0.21999973
72,-0.38163915,-0.52759707,1.4218214,-0.022961259
73,-0.5089384,-0.5633017,-1.0009367,-0.051933944
74,-0.5087173,-0.5744302,-0.29105186,0.7623085
75,-0.5008535,-0.5681865,-0.20038904,0.9597296
76,0.9350406,0.89576054,1.5461049,1.5177884
77,-0.45873293,-0.55010366,0.16828464,-0.55020404
78,-0.5887982,-0.5672151,-1.1029519,-0.7672984
79,-0.6220664,-0.585016,-0.22727041,-0.7902147
80,-0.4292402,-0.5183562,-1.4482625,-0.47037834
81,-0.52327317,-0.5628841,-0.38878322,-0.05466959
82,-0.7569771,-0.53087246,-1.2963308,-1.9100587
83,-0.615722,-0.60145295,0.75939626,0.8343232
84,1.3120983,1.3515446,0.15048127,-0.18176734
85,-0.6828223,-0.623525,0.6151895,0.65622365
86,1.6309707,2.6979725,1.3740158,-0.039295107
87,1.5364074,2.2271557,-0.54489964,-0.24711305
88,0.6333436,1.9527789,-1.2560155,-0.42228174
89,-0.61290336,-0.59618044,0.08155501,-0.4491924
90,-0.53945893,-0.5782852,0.0011652485,-0.5822052
91,-0.6168842,-0.584344,-1.2290295,0.5738994
92,-0.5022901,-0.56668353,0.5852472,-0.39532965
93,-0.5911564,-0.58368933,0.053515047,-1.1238265
94,-0.6254989,-0.6032672,0.23000751,0.76394075
95,-1.0848688,-0.58911216,-0.60886735,2.502767
96,-0.43675837,-0.53974617,-0.5065153,-0.25804633
97,-0.6166081,-0.032396466,1.4541293,1.921545
98,-0.08106873,-0.32254705,-1.4623197,0.74085605
99,1.3156302,1.7736764,0.4833315,0.11219242
100,-0.30803874,-0.4920871,-0.36889946,0.46327636
101,-0.59740084,-0.5959163,-1.3641522,0.74289316
102,1.666051,0.85765624,-0.72326124,-0.4371012
103,-0.18325976,-0.39403954,1.5173231,-0.83947176
104,-0.44677445,-0.53973067,1.066309,0.9767094
105,-0.64201766,-0.60472536,0.91629153,-0.5607024
106,-0.72654957,-0.617535,0.6048218,0.82882625
107,-0.6026039,-0.58578026,0.015195511,-0.9326901
108,-0.5645895,-0.579926,0.8394042,0.886453
109,-0.39286032,-0.52138495,0.23423754,-0.42522287
110,-0.29260108,-0.46889028,1.4288373,-1.0434792
111,-0.45506915,-0.5434818,-1.4272192,-0.074110776
112,-0.5650872,-0.5939418,1.1310644,-0.5230756
113,-0.59695286,-0.5744842,-1.3321966,-0.64578587
114,-0.46574798,-0.5532633,0.9559205,-0.92046064
115,-0.608792,-0.56913674,-0.84547275,1.2791115
116,-0.32201505,-0.4994181,0.19206947,0.8694343
117,0.60963804,0.18428497,-0.63996816,-0.7703524
118,1.8151305,1.5141804,-0.61129856,-0.69438
119,-0.5872217,-0.56711113,-0.79305935,-0.81878835
120,1.4824516,1.7456216,0.40228027,0.7219021
121,-0.43876037,-0.52765584,-1.2537448,0.13152108
122,-0.30600408,-0.44634262,-1.4105402,-0.97398883
123,-0.45661822,-0.5840095,1.6762317,0.8780034
124,-0.46518102,-0.56398094,1.500632,-0.9307285
125,-0.292083,-0.4628347,-0.4174587,-0.9286497
126,-0.55047596,-0.59533286,-0.03009883,0.4430398
127,-0.5218651,-0.57772565,1.5903237,-0.88634664
128,-0.068010546,-0.1472345,1.1003726,-2.0331583
129,-0.43848148,-0.5555316,1.4589943,-0.8902852
130,-0.5389519,-0.584031,-0.25308713,0.9301511
131,-0.4844527,-0.569075,-1.1478746,0.85607255
132,0.56736857,0.079257,-1.4077612,-0.08036119
133,-0.22753543,-0.42494735,1.4119394,-0.7768771
134,-0.57596475,-0.551523,1.3581995,-1.4797082
135,2.1158726,2.0438526,-0.58514535,-1.465538
136,0.2883248,-0.02244234,-1.0033933,1.4777257
137,-0.45955095,-0.53387916,0.7898826,-0.49045163
138,-0.17759836,-0.29740193,-0.7611512,1.5969748
139,-0.54309386,-0.5810497,0.9428085,-0.43337137
140,-0.47142115,-0.5592935,0.28058755,-0.8545192
141,-0.48463586,-0.48462895,-0.72372025,1.5883851
142,-0.45026538,-0.53702724,-0.9085804,-0.9065073
143,0.7131435,1.6018574,0.23716815,-1.9154291
144,-0.7262011,-0.60847604,0.35966367,1.0261049
145,-0.5333448,-0.59168756,0.40337288,0.7515725
146,0.88600785,1.0698382,-0.5295786,0.70386475
147,-0.104757555,-0.33715996,-0.33878416,0.34417358
148,0.19564173,1.2639617,-0.20215648,0.2225728
149,-0.7044815,-0.5796499,-0.10263987,1.6430943
150,-0.44957379,-0.5346929,-1.3071367,0.106544584
151,-0.64283854,-0.5795268,-0.38124138,-0.87709194
152,-0.6105594,-0.51575553,-1.5274942,2.187958
153,2.6702523,1.9141254,0.85484284,-0.14048111
154,-0.41183522,-0.53478575,0.24257441,0.955259
155,-0.63141537,-0.595636,-1.1428555,0.9714311
156,2.3642118,3.733513,-0.8603599,1.6838791
157,-0.34349796,-0.4741858,-1.3060567,0.25464186
158,0.404843,0.7079289,-0.51795125,-1.5192337
159,0.42115262,-0.021550894,-0.87149835,1.0366225
160,0.95010597,1.9855133,-0.46999437,-1.5210326
161,-0.43827602,-0.41419968,-0.31749266,-1.6554623
162,-0.3189704,-0.48757657,1.2092366,-0.9513715
163,1.0454673,2.9733536,1.3966001,-1.4863491
164,0.6108917,0.60876906,0.15547435,0.61059797
165,-0.46733692,-0.5497725,-1.187139,-0.08507007
166,1.6944354,2.9148927,-0.07397119,-0.7373586
167,-0.68209094,-0.5935166,-0.21790807,-0.717446
168,-0.2356951,-0.45129785,0.24370296,0.9344933
169,-0.1354636,-0.35254142,1.3964201,-0.9084082
170,-0.5104192,-0.5745629,-0.5726643,0.60925466
171,-0.63680696,-0.5877359,-1.6326509,1.0152347
172,-0.55815303,-0.5810385,0.7961323,-0.89772624
173,1.2351295,0.8583393,0.7451634,0.39912313
174,-0.36515477,-0.5155406,1.7230173,-0.8740912
175,-0.2627269,-0.4166058,0.39502853,1.1203817
176,-0.56099564,-0.5898596,-1.5682492,0.62903404
177,-0.5118893,-0.5781107,1.4832981,-0.7898992
178,0.8981083,1.1973428,1.32053,-0.13242543
