,m,pt,phi,eta
0,-0.53527725,-0.6409856,1.0987977,-0.07859677
1,-0.49941528,-0.61364734,0.5205837,0.47300458
2,-0.52023697,-0.6082268,-0.67255545,0.6080493
3,0.7472013,1.663224,0.106924474,-1.887639
4,-0.7116748,-0.6362791,0.25113273,1.0512844
5,-0.5581783,-0.61830384,-1.3930647,-0.200207
6,-0.5386932,-0.6222536,0.9242398,-0.7555277
7,0.92451304,1.9866219,1.3298507,-1.1573648
8,-0.5414983,-0.6123488,-0.881083,1.0532268
9,-0.1020844,-0.3553579,-0.3475114,-0.22719347
10,-0.14931035,-0.41121238,0.90096307,-0.25718677
11,2.0537581,1.5637451,1.5184064,1.3324971
12,2.4181833,1.0049673,1.6703155,0.56549156
13,0.81870353,2.0639274,0.17142457,-1.0838187
14,-0.62691677,-0.5364703,-0.22373319,-1.7445722
15,-0.6767336,-0.64449143,0.21220541,0.68304574
16,-0.5873481,-0.612545,1.2976086,-1.0842907
17,-0.62928617,-0.6279794,-1.6656134,0.18179524
18,-1.010948,-0.6611308,1.1682785,1.4373173
19,-0.35798097,-0.09740651,-1.575676,1.1666073
20,0.4147644,0.10050368,0.03225547,0.44461328
21,0.80836546,0.30024093,1.1043086,1.2844633
22,-0.5173465,-0.60772026,-0.2968409,-0.48458058
23,-0.0549953,-0.10654956,1.1986142,-1.4648575
24,1.4677577,0.951997,0.45990884,-1.0362388
25,-0.6123483,-0.6147063,-1.0652087,1.4770576
26,-0.57927275,-0.62248635,-1.5603223,0.6472646
27,0.034579873,1.1762445,1.5022533,-0.96127385
28,-0.4435624,-0.600876,-1.6978664,1.3987781
29,-0.6525676,-0.6596275,0.8175735,-0.7493937
30,-0.45157468,-0.5843636,1.4663072,-0.7493256
31,-0.3868953,-0.60271263,0.49331802,1.2505089
32,-0.4013784,-0.55088496,-0.85681033,0.59431577
33,-0.49165034,-0.6206907,1.3536917,-0.38969898
34,-0.5488641,-0.63260955,0.43834025,-0.66058475
35,-0.4843011,-0.6180993,1.3872628,0.316472
36,1.0287005,1.0321875,1.1227038,0.672217
37,-0.5117122,-0.6153844,0.8224576,0.73558486
38,1.2203882,1.1065102,1.5244505,0.6033846
39,-0.466779,-0.54164034,-1.5710356,-1.0051354
40,-0.6238587,-0.61557114,-1.6703117,1.028711
41,-0.62620294,-0.6278063,0.41590595,1.2052644
42,0.7733512,1.5589523,-0.1693396,-0.48235005
43,3.4414787,2.670956,-1.5867131,0.90132225
44,-0.47078657,-0.61276865,0.39432675,0.9046742
45,0.5925137,0.88820744,0.20073807,1.537429
46,-0.26466525,-0.49339265,1.3035938,-0.6065506
47,-0.47685647,-0.6057365,0.7856474,0.8419372
48,0.110666156,0.0734691,-1.6264992,-1.2559605
49,2.4453459,4.692456,1.2183999,0.22165293
50,-0.6419276,-0.6555665,-0.17186332,-0.28093284
51,-0.6559168,-0.6308819,-0.13882434,0.9818257
52,-0.3103087,-0.51552504,1.11088,-0.64208823
53,-0.71756315,-0.62858176,-0.35982442,1.6698264
54,0.044255853,-0.27640826,0.16158825,-0.35052204
55,-0.5275973,-0.6249423,-0.09337473,0.05684966
56,-0.5753379,-0.61573374,-1.0392811,1.0745362
57,-0.43636644,-0.58060646,0.883121,0.7358657
58,0.14081645,-0.1986981,0.37848604,-0.6585171
59,-0.66319406,-0.6712336,0.66940343,-0.46736765
60,-0.6564019,-0.6288814,-1.612354,-0.55046
61,-0.54709136,-0.6263981,-0.29881537,-0.05949408
62,-0.69933724,-0.6228136,-1.6218219,-0.8859204
63,-0.46066666,-0.57322466,-0.6113639,0.2577333
64,-0.5523974,-0.6294624,0.26366836,-0.73939353
65,0.022954464,-0.2808547,1.355072,1.1009561
66,-0.620293,-0.6135375,-1.0096844,-1.1236479
67,-0.29169524,-0.5086869,0.49753797,0.9485612
68,-0.6555612,-0.656854,-0.20437711,-0.26338547
69,-0.6276697,-0.61376035,-0.39019024,1.961613
70,-0.50562835,-0.62383157,0.31330436,1.2252477
71,0.63441586,2.339694,-0.4887514,0.6548492
72,-0.37632537,-0.5680761,1.4908756,-0.010186136
73,-0.56817424,-0.6242795,-1.0992643,0.08224213
74,-0.49927294,-0.61279535,-0.31715786,0.78775454
75,-0.49311125,-0.61691165,-0.21654755,0.9511429
76,1.1330746,1.130915,1.4136174,1.5362576
77,-0.48879194,-0.609574,0.13405937,-0.45282793
78,-0.616343,-0.6286192,-1.1905866,-0.74022776
79,-0.6919197,-0.64812666,-0.24498594,-0.80816984
80,-0.5119101,-0.5789262,-1.5871034,-0.47562897
81,-0.55050683,-0.62484187,-0.3911817,0.0012760162
82,-0.8850424,-0.62146825,-1.4052811,-1.9574867
83,-0.6321436,-0.6298669,0.74235344,0.94247663
84,1.2904346,1.0487998,0.595801,-1.6132004
85,-0.679464,-0.6441356,0.5484814,0.69113576
86,2.5450954,1.8612881,1.1663046,1.1946086
87,1.8803136,2.1557314,-0.41660786,-0.5554847
88,0.66602206,1.8817255,-0.98960495,-0.85222995
89,-0.6286882,-0.65766174,0.009904265,-0.37353444
90,-0.5664426,-0.63593364,-0.062194347,-0.45020074
91,-0.65834093,-0.6332339,-1.3477209,0.602033
92,-0.5149051,-0.6273453,0.5568499,-0.3151449
93,-0.5814241,-0.6126157,-0.017162323,-1.0993857
94,-0.65038514,-0.63795024,0.21537352,0.8186976
95,-1.0237572,-0.3038137,-0.6207433,2.5298228
96,-0.49425435,-0.5921646,-0.54609895,-0.2590739
97,-0.5925945,-0.05020773,1.4068267,2.0921874
98,-0.09561741,-0.3612821,-1.6207952,0.87442577
99,1.6867748,1.5630722,0.48784548,0.3297915
100,-0.3598119,-0.5259198,-0.3741207,0.6290133
101,-0.64614916,-0.62815464,-1.5041373,0.7648691
102,1.5977411,0.976231,-0.7886343,-0.34654874
103,-0.18744397,-0.23993117,1.4870701,-1.4402311
104,-0.4162253,-0.58275837,1.1179731,1.0043038
105,-0.6252072,-0.6631062,0.8938644,-0.45090294
106,-0.7138357,-0.6398023,0.53755176,0.8637687
107,-0.6289767,-0.64087754,-0.060130656,-0.83074653
108,-0.5654105,-0.6232308,0.84147155,0.97220826
109,-0.39092886,-0.560975,0.21332079,-0.4101531
110,-0.27644753,-0.44746763,1.4312484,-1.0276341
111,-0.50536144,-0.5857251,-1.5456927,0.033150673
112,-0.56687295,-0.6475279,1.1631538,-0.405545
113,-0.7157713,-0.6472261,-1.4555511,-0.7627771
114,-0.44261944,-0.5653898,0.9722818,-0.9339302
115,-0.6180669,-0.6147144,-0.98287916,1.44465
116,-0.31451738,-0.5270301,0.18956995,0.88662255
117,0.6703813,0.31992692,-0.7123637,-0.7624032
118,2.0008602,1.2264694,-0.9278892,-0.5191779
119,-0.6385275,-0.63321954,-0.94455326,-0.69781333
120,1.8904817,1.7341619,0.46746373,1.306528
121,-0.47990036,-0.58326465,-1.3237679,0.21716738
122,-0.37399888,-0.49208736,-1.546165,-1.0424592
123,-0.4960699,-0.6152015,1.6483102,0.949535
124,-0.49791884,-0.57515526,1.5558074,-1.0366093
125,-0.2816391,-0.47116244,-0.4561565,-0.86649656
126,-0.5909507,-0.635666,-0.099035084,0.5449048
127,-0.56718636,-0.6243544,1.6198682,-0.8460487
128,-0.40775526,-0.14857614,1.1212347,-1.982272
129,-0.42587352,-0.5568167,1.4877839,-0.8996571
130,-0.5135782,-0.6185674,-0.25775623,0.9465884
131,-0.4478258,-0.6019748,-1.2275119,0.8882487
132,0.5784782,0.2580971,-1.5949416,-0.1309743
133,-0.19753587,-0.434963,1.3915792,-0.79956883
134,-0.6683122,-0.515793,1.4402864,-1.8041791
135,2.041628,1.6547832,-0.35578382,-2.2818308
136,0.35620117,-0.15370739,-1.1390169,1.4707083
137,-0.4783764,-0.6042124,0.79866415,-0.608265
138,-0.35471177,-0.09095144,-0.89203453,1.5460602
139,-0.57727885,-0.64862555,0.94135064,-0.46007472
140,-0.48303914,-0.5987843,0.26064944,-0.8007011
141,-0.44764936,-0.6041316,-0.8705859,1.5655459
142,-0.4075775,-0.54105854,-1.0512139,-0.88549507
143,0.7045244,1.547825,0.4752726,-1.8995112
144,-0.71393585,-0.6345191,0.38447225,1.1026831
145,-0.56213665,-0.6300866,0.38620448,0.79231477
146,1.2334096,1.172575,-0.18806547,0.8494792
147,-0.09329784,-0.29582274,-0.4007498,0.43072873
148,0.70777774,1.0168263,-0.14450526,0.35214716
149,-0.717466,-0.63241005,-0.050191164,1.6630498
150,-0.48860788,-0.5869137,-1.3989305,0.19138455
151,-0.7270001,-0.64650285,-0.38799214,-0.88169754
152,-0.71809125,-0.60206664,-1.5943959,2.09275
153,2.838008,2.1585996,1.0213068,0.15369958
154,-0.39074624,-0.59122735,0.24172091,0.99438274
155,-0.5783874,-0.6225258,-1.3076069,0.76275146
156,2.4789648,3.6183772,-1.5717537,0.54702914
157,-0.38956583,-0.5202861,-1.3913975,0.35101783
158,0.65279114,0.59023184,-0.59167767,-1.5142425
159,0.4006394,-0.0935179,-1.1029868,1.2734817
160,0.98757064,2.2740853,-0.46843195,-1.3550609
161,-0.45787477,-0.35601813,-0.29936433,-1.8237854
162,-0.31716788,-0.4856807,1.2631769,-0.96772987
163,1.6181121,2.4703813,1.259456,-1.2420552
164,0.73506963,0.87373817,0.26482767,0.7215947
165,-0.5255703,-0.60664594,-1.2576308,0.020011365
166,2.084811,2.8302422,-0.09174943,-1.0102466
167,-0.7447225,-0.655224,-0.26488602,-0.7600876
168,-0.2552544,-0.48339707,0.2552935,0.92794
169,-0.15538394,-0.40039545,1.3735343,-0.8384597
170,-0.50927794,-0.60690826,-0.6427971,0.6945075
171,-0.6416955,-0.61359155,-1.6988971,1.0375215
172,-0.5730401,-0.63019615,0.7825733,-0.8674088
173,1.3379892,1.2753687,0.708332,0.57946336
174,-0.35474455,-0.5294484,1.7039713,-0.83990383
175,-0.23407638,-0.49327934,0.43421233,1.1132076
176,-0.6124625,-0.62021303,-1.6693404,0.64263105
177,-0.5372412,-0.61977273,1.5320692,-0.76617557
178,1.0436375,1.2678525,1.0475552,0.103396595
179,-0.3955226,-0.5519773,0.6916602,-0.8486981
180,-0.5071218,-0.40107113,-0.56797886,-1.8460376
181,-0.49194133,-0.60870975,0.80860263,0.7313299
182,0.025802732,-0.28105414,-1.0988053,0.90090287
183,-0.40350616,-0.52397656,-1.3483257,0.20434183
184,0.18057394,-0.12089884,-0.26836407,-0.8395328
185,-0.35873234,-0.54758376,-1.6049747,0.8063023
186,0.93699133,0.9669463,-0.15592772,-1.8767015
187,-0.08116412,-0.17531425,-1.645087,-1.1615245
188,-0.36896706,-0.581365,-0.8720293,1.0533041
189,-0.642226,-0.6224724,-0.8882475,0.7935132
190,-0.65337384,-0.6684438,0.66111565,-0.5049809
191,-0.48132813,-0.60782075,0.96755,0.97716534
192,-0.59690833,-0.6177429,-1.6792743,0.634478
193,-0.37572873,-0.50263673,-1.4983287,-1.0326574
194,-0.63230264,-0.6184649,-0.55034816,1.2469989
195,0.10777521,1.2972145,-1.2760382,1.6037401
196,-0.6554607,-0.6685647,0.5858247,-0.5164104
197,3.4305747,3.3615427,1.4599128,-0.99331784
198,1.0283093,1.8478078,0.89391935,-0.65230167
199,-0.39728546,-0.5924185,-0.8191612,1.0808799
200,-0.55308473,-0.62094647,0.1690768,-0.8891546
201,1.8501016,1.5047294,-0.16547209,1.161772
202,1.4372778,1.5439335,-0.3264234,0.12859988
203,1.5187352,1.2514791,1.5944846,1.4491506
204,-0.65885687,-0.6085392,-1.6347232,-0.90834105
205,-0.34296882,-0.5726439,-1.5617561,1.0390934
206,-0.79393685,-0.6380929,-1.2211,1.7220255
207,-0.39399076,-0.53460336,-1.2007571,-0.38462764
208,-0.6526247,-0.6257434,0.64376295,1.2141114
209,-0.7016175,-0.6254449,-0.9230962,0.9219636
210,-0.87735033,-0.42028582,-1.4747205,-2.355795
211,-0.7321584,-0.63401586,0.40571272,1.2006644
212,-0.62911284,-0.6307592,-1.0147822,-0.7266859
213,0.16067505,1.0332029,0.51184326,-1.8994018
214,-0.23780131,1.3330073,0.9760219,1.4516107
215,-0.47001958,-0.61785483,-0.21968782,1.4968821
216,-0.28963995,-0.47052354,-1.1657033,-0.30545157
217,-0.73238266,-0.66839325,0.77738494,-0.93170744
218,-0.5638877,-0.6077014,-1.3542621,-0.85361505
219,-0.22032821,-0.46459162,0.36336923,-0.57876253
220,-0.20250976,-0.43234587,-0.9409771,-0.630469
221,-0.30359042,-0.5134581,1.2724931,-0.638261
222,-0.366248,-0.49724478,-0.8920957,0.03368473
223,0.34721065,0.045515303,-0.04582286,-0.91869754
224,-0.62800455,-0.62462914,-1.2638874,0.8623849
225,-0.60620475,-0.6184804,-0.8862932,0.85893786
226,0.074781895,-0.23058093,-0.5585973,-0.31352705
227,-0.59107816,-0.63781047,1.6412311,0.84487283
