,m,pt,phi,eta
0,-0.5150784,-0.5910319,1.0343736,-0.014369369
1,-0.4697845,-0.5943282,0.47011903,0.52673835
2,-0.51959926,-0.5980326,-0.55460846,0.5872294
3,0.66763073,1.8998964,0.07470783,-1.7566316
4,-0.7062929,-0.62784165,0.0830464,0.9788992
5,-0.5779756,-0.60673654,-1.2814256,-0.29765224
6,-0.5422466,-0.5766,0.8732208,-0.78427714
7,1.0792544,1.8242424,1.038503,-1.088753
8,-0.54978055,-0.6042031,-0.7604555,1.0594157
9,-0.06730169,-0.3935184,-0.29475883,-0.20391464
10,-0.11833644,-0.35685313,0.8392458,-0.30326244
11,1.9915636,1.3855972,1.3730592,1.4235446
12,2.55388,0.98775834,1.5515374,0.3533951
13,0.48704833,2.09668,0.061230905,-1.7330406
14,-0.60495156,-0.5709723,-0.32199553,-1.5452268
15,-0.65900624,-0.6407269,0.12062927,0.63535
16,-0.6164551,-0.57326263,1.2519354,-1.0703793
17,-0.64720964,-0.62421834,-1.6025575,0.20101035
18,-1.1128834,-0.5523292,1.1135032,2.0263991
19,-0.24580535,-0.38694602,-1.4792639,1.0972854
20,0.42755753,0.012271941,0.05898101,0.37682137
21,0.767165,0.14102632,1.2224663,1.135826
22,-0.49271858,-0.6003907,-0.41851637,-0.39578062
23,-0.013352513,-0.097346425,1.1695404,-1.6226141
24,1.5250504,1.0157802,0.3973725,-0.9731892
25,-0.6083863,-0.59157443,-0.95114493,1.4531372
26,-0.5951518,-0.616411,-1.4494258,0.6935483
27,0.17826462,1.1708684,1.346061,-1.3629842
28,-0.5163815,-0.5493709,-1.656269,1.4201376
29,-0.66031724,-0.5860656,0.7990905,-0.7785372
30,-0.46696863,-0.5512873,1.4414352,-0.7619615
31,-0.41435474,-0.55576956,0.37618235,1.2646604
32,-0.40525636,-0.55515707,-0.678927,0.4606912
33,-0.4417534,-0.55362046,1.3006376,-0.2700172
34,-0.5060987,-0.578463,0.36183518,-0.5834985
35,-0.4605105,-0.5629055,1.357493,0.3219275
36,0.77097625,1.1355705,1.0977553,0.6858416
37,-0.48775816,-0.5898787,0.74823767,0.7030382
38,0.7523958,1.4806414,1.6078885,0.51616764
39,-0.5436985,-0.5806063,-1.3915744,-1.19871
40,-0.63436514,-0.6339928,-1.5914278,0.9666405
41,-0.59698343,-0.61088336,0.29920092,1.2402892
42,0.71752995,1.5022762,-0.14725976,-0.119823694
43,3.5028517,2.4566212,-1.6215261,0.57947505
44,-0.44391948,-0.59935665,0.2907863,0.9050947
45,0.51380306,0.983458,0.0239513,1.9224372
46,-0.27453688,-0.46361277,1.2105483,-0.42636317
47,-0.44896343,-0.5870489,0.70072216,0.8495642
48,0.039501548,0.04850918,-1.4603459,-1.4082241
49,2.0469623,4.707994,1.3337641,0.4643292
50,-0.69215536,-0.62146235,-0.2081227,-0.2715047
51,-0.6707047,-0.6424991,-0.18916409,0.9330586
52,-0.26424116,-0.4678631,1.0211188,-0.57576734
53,-0.74997133,-0.62791014,-0.32280803,1.7205818
54,0.10253447,-0.27293098,0.098630585,-0.22525638
55,-0.5091382,-0.59684384,-0.12698169,0.026970744
56,-0.58379877,-0.6049176,-0.93095064,1.1065897
57,-0.4110886,-0.5643055,0.81281763,0.7098308
58,0.08807707,-0.2475734,0.38044986,-0.6660498
59,-0.680947,-0.5962812,0.6726768,-0.3176773
60,-0.65372115,-0.6326583,-1.5352367,-0.59603524
61,-0.5147358,-0.61352384,-0.3824309,-0.07577872
62,-0.7498293,-0.6438756,-1.5955946,-1.021297
63,-0.46471626,-0.5485498,-0.5552445,0.25324327
64,-0.55262333,-0.5922282,0.19242665,-0.7844775
65,0.012381673,-0.24857327,1.3089885,1.0991411
66,-0.6428454,-0.6065322,-0.95792747,-1.1086903
67,-0.30070597,-0.52301455,0.3798423,0.9550418
68,-0.70065165,-0.63603544,-0.29915765,-0.19706067
69,-0.597379,-0.577467,-0.3411914,2.0094242
70,-0.50642514,-0.6000893,0.17500344,1.2319887
71,0.54143566,1.9608035,-0.4290845,0.057457842
72,-0.3734704,-0.5130587,1.4066637,0.041558295
73,-0.57079464,-0.60293037,-0.989913,-0.027092427
74,-0.5219988,-0.6093941,-0.25085208,0.7894622
75,-0.5115128,-0.6143935,-0.1776345,0.97588116
76,1.0777969,1.0448294,1.0926243,1.6161447
77,-0.46622184,-0.56799775,0.054788925,-0.48226595
78,-0.67646706,-0.60769683,-1.0785795,-0.8064907
79,-0.6588302,-0.622071,-0.36385524,-0.7283195
80,-0.49121508,-0.58484066,-1.461349,-0.4735614
81,-0.5543369,-0.59896773,-0.41535267,0.009788692
82,-0.935796,-0.6126139,-1.2998054,-1.9602742
83,-0.59485674,-0.6089676,0.66788,0.87511814
84,1.4889679,1.2183232,0.2533291,-0.10108587
85,-0.68267107,-0.6242065,0.50221175,0.70280206
86,1.7081189,2.6419604,1.3747314,-0.046553373
87,1.684798,2.153957,-0.50368387,-0.2039822
88,0.52773947,2.0060914,-0.95253664,-0.48173857
89,-0.6338299,-0.60666347,-0.057846982,-0.34539747
90,-0.57629997,-0.6004436,-0.12782624,-0.5019146
91,-0.66076815,-0.6292981,-1.2297486,0.5810518
92,-0.5006496,-0.57559335,0.5353477,-0.32321292
93,-0.60123134,-0.59412324,-0.07267159,-1.1031923
94,-0.6178707,-0.65253,0.10685743,0.8338298
95,-1.1536193,-0.3975304,-0.45634565,2.6542187
96,-0.45790845,-0.57927656,-0.5035643,-0.2357068
97,-0.5555244,0.013933957,1.325241,1.9788156
98,-0.15458667,-0.4015294,-1.553481,0.7654329
99,1.4308147,1.7590613,0.23074237,0.259785
100,-0.33812743,-0.54867095,-0.320316,0.55224985
101,-0.6617508,-0.6211293,-1.3795764,0.73708177
102,1.7440822,0.83285505,-0.65216976,-0.22651923
103,-0.16051868,-0.40245956,1.3000551,-0.70626044
104,-0.42059052,-0.5543926,1.0516139,1.0249327
105,-0.6502202,-0.5958717,0.8947026,-0.50051343
106,-0.71939665,-0.6159043,0.49600038,0.85055244
107,-0.6184202,-0.5941261,-0.11253431,-0.88573784
108,-0.53360933,-0.59605175,0.7607232,0.9206557
109,-0.38403332,-0.5357611,0.11749206,-0.346577
110,-0.2959499,-0.44989294,1.4204941,-1.0594845
111,-0.5182389,-0.5749986,-1.4156545,-0.03990771
112,-0.573822,-0.5885331,1.1229808,-0.47451586
113,-0.71440125,-0.62238747,-1.3502766,-0.6557717
114,-0.4426465,-0.54687715,0.93074876,-0.8767193
115,-0.6246522,-0.60548824,-0.86061937,1.3146286
116,-0.29453403,-0.5431083,0.07282326,0.93243754
117,0.63773173,0.120402455,-0.5747917,-0.75663036
118,2.0504265,1.3069134,-1.1518644,-0.82718045
119,-0.714859,-0.60835016,-0.8030242,-0.8226889
120,1.4419372,1.8660161,0.45458648,0.7669077
121,-0.49627215,-0.5727564,-1.2286286,0.16575487
122,-0.38228276,-0.5001394,-1.4158473,-1.014122
123,-0.48732042,-0.56104743,1.6165243,0.91729915
124,-0.5075099,-0.55022067,1.5133759,-0.8900592
125,-0.32930887,-0.52264106,-0.46801072,-0.8832596
126,-0.5709059,-0.6402942,-0.13343093,0.5764965
127,-0.61517775,-0.5624255,1.5753689,-0.83345175
128,-0.1655786,-0.19365352,1.0633812,-2.061362
129,-0.45848835,-0.5392442,1.4547584,-0.854065
130,-0.5325546,-0.6166564,-0.22324955,0.9632269
131,-0.49540254,-0.5908686,-1.1351688,0.85538256
132,0.48722845,0.11935735,-1.4867901,-0.015018821
133,-0.21922868,-0.4413437,1.3234743,-0.7003421
134,-0.591027,-0.54290247,1.3306892,-1.4505022
135,2.132226,1.9865301,-0.25945213,-1.546994
136,0.16109103,0.0668118,-0.9990458,1.4998608
137,-0.42207062,-0.5463204,0.7623415,-0.42336363
138,-0.19866055,-0.3147256,-0.7081458,1.5778558
139,-0.53171587,-0.57772726,0.8977677,-0.38772
140,-0.47897267,-0.57567877,0.16906264,-0.7743486
141,-0.4956867,-0.53899693,-0.74873084,1.6169751
142,-0.4845813,-0.57274157,-0.86603916,-0.9040424
143,0.85246223,1.4480145,0.5777706,-2.0106897
144,-0.73046535,-0.6133855,0.26993448,1.097767
145,-0.53024364,-0.6235118,0.30763984,0.8186937
146,0.7759505,1.2302189,0.07393295,0.8218935
147,-0.13861665,-0.41811752,-0.36402878,0.29787493
