,m,pt,phi,eta
0,-0.60817295,-0.6134358,1.1223265,-0.061087117
1,-0.4989584,-0.59887767,0.6045591,0.5199985
2,-0.4971462,-0.6023073,-0.59939635,0.583171
3,0.45431373,2.172175,0.06366539,-1.692933
4,-0.7639051,-0.6154344,0.20050305,1.0437253
5,-0.6032184,-0.6179853,-1.3935876,-0.27495885
6,-0.5950529,-0.62316674,1.0071547,-0.79719996
7,1.0389009,1.6927049,1.4457667,-1.1647015
8,-0.5426746,-0.61037254,-0.8073579,1.0945516
9,-0.11644176,-0.3294447,-0.33433342,-0.26598072
10,-0.17703333,-0.39808023,0.95441216,-0.29051214
11,1.8246412,1.8253078,1.6020682,1.1730669
12,2.3303652,1.0832875,1.4780638,0.3469574
13,0.38532645,2.1641402,0.29868427,-1.7537657
14,-0.58230436,-0.56853944,-0.2396012,-1.5397124
15,-0.7088174,-0.63361293,0.20976347,0.61663574
16,-0.6289089,-0.61098534,1.3442159,-1.1205579
17,-0.60975856,-0.6189891,-1.6396866,0.21635424
18,-1.0445828,-0.5940157,1.2132506,1.9322423
19,-0.13491583,-0.2877668,-1.511605,1.2055829
20,0.5066429,-0.07295397,0.04954648,0.45883864
21,0.734334,0.2594545,1.1318521,0.92469686
22,-0.56384844,-0.6081102,-0.29405552,-0.4574505
23,0.028452337,-0.031696513,1.2502832,-1.4723328
24,1.5408483,1.1024631,0.37923273,-0.78045547
25,-0.6053632,-0.5997283,-1.0000676,1.4692086
26,-0.5503028,-0.6239797,-1.4715867,0.7616368
27,0.09813267,1.35256,1.4916612,-1.5179893
28,-0.4821238,-0.5556968,-1.650728,1.4383516
29,-0.7061582,-0.63268715,0.9446572,-0.7854868
30,-0.51905745,-0.59093684,1.5167558,-0.7765956
31,-0.4346816,-0.55844855,0.49507463,1.2979658
32,-0.3651448,-0.5259823,-0.73549604,0.48342496
33,-0.5072502,-0.5729969,1.3730538,-0.30867943
34,-0.56407136,-0.61189455,0.5041772,-0.5828182
35,-0.44618708,-0.5599393,1.4874802,0.2845809
36,0.8549852,1.0501179,1.1454062,0.7372911
37,-0.48945802,-0.59610814,0.85351986,0.6864264
38,0.96113735,1.2177293,1.493792,0.2579981
39,-0.5028314,-0.56383574,-1.5079124,-1.175331
40,-0.6157729,-0.62624526,-1.578861,1.0688854
41,-0.6147607,-0.6205662,0.40192166,1.2284735
42,0.78025424,1.533653,-0.22940487,0.15006964
43,3.7656636,2.4622245,-1.6814916,0.8017244
44,-0.46045023,-0.59103376,0.37817994,0.9354884
45,0.5512982,1.0056305,0.054971218,1.6458508
46,-0.33261216,-0.49320424,1.2804048,-0.49041438
47,-0.45932013,-0.58831215,0.80178285,0.8308819
48,0.13575512,0.20575237,-1.6882625,-1.3101742
49,1.9902506,4.700828,1.2744764,0.78745264
50,-0.7448773,-0.6446237,-0.13682091,-0.25824067
51,-0.6834411,-0.6193062,-0.13138807,1.004139
52,-0.3399058,-0.5027198,1.1244062,-0.614184
53,-0.74721235,-0.5942634,-0.3645252,1.7294879
54,0.013006657,-0.1868026,0.25170758,-0.3409537
55,-0.58151454,-0.6041535,-0.04406953,-0.02417162
56,-0.59219736,-0.618833,-0.9722861,1.1408309
57,-0.41817147,-0.57064706,0.9160113,0.68579197
58,0.13458237,-0.09331615,0.44228858,-0.6427338
59,-0.7566845,-0.6539857,0.7922965,-0.33683047
60,-0.67850316,-0.6358946,-1.6176643,-0.56035966
61,-0.5992793,-0.6128715,-0.27577877,-0.16460113
62,-0.7431888,-0.62442076,-1.6632464,-0.9188908
63,-0.44166297,-0.57512534,-0.55268514,0.24759404
64,-0.5908458,-0.6169144,0.3329943,-0.8166915
65,0.01925534,-0.1147663,1.4250498,1.114255
66,-0.60247165,-0.6117254,-1.0368505,-1.0654513
67,-0.29856545,-0.5368118,0.51053095,0.9784419
68,-0.76617414,-0.6437492,-0.18448764,-0.21885544
69,-0.5493955,-0.54625887,-0.4144665,1.9860357
70,-0.5252724,-0.60118663,0.27957234,1.2663527
71,0.7060182,2.0221775,-0.40110755,0.1814711
72,-0.35052675,-0.54469925,1.4381497,0.06494157
73,-0.61335516,-0.6166362,-1.097552,0.0024137944
74,-0.498918,-0.6011558,-0.31010634,0.8142713
75,-0.5140684,-0.6043375,-0.20133251,1.0398012
76,1.1003492,0.83754313,1.3908025,1.486063
