,m,pt,phi,eta
0,-0.5291387,-0.6031779,1.0959203,-0.1795912
1,-0.45824036,-0.5818124,0.53436995,0.41774762
2,-0.5036919,-0.58265674,-0.655492,0.49210173
3,0.8998809,1.4827362,-0.12179557,-1.5886279
4,-0.75496244,-0.57385194,0.22289321,0.9135321
5,-0.5614364,-0.5920268,-1.3860765,-0.36799464
6,-0.56015086,-0.61772716,0.91389847,-0.8950967
7,1.2682195,1.4708871,1.2066622,-0.99724007
8,-0.55412316,-0.5683942,-0.8479871,1.0329261
9,-0.119870394,-0.3031265,-0.37410137,-0.31668788
10,-0.14756986,-0.33342502,0.8910663,-0.32148868
11,1.9253769,1.2710409,1.266311,1.5297253
12,2.2281005,1.3129368,1.319587,0.59807575
13,0.80172765,1.3664447,0.073178805,-1.6844671
14,-0.57382035,-0.60389686,-0.32857284,-1.6267089
15,-0.6821493,-0.5953702,0.20168588,0.5274145
16,-0.62990916,-0.6207539,1.2375695,-1.2058463
17,-0.61519265,-0.5884601,-1.7228246,0.1462667
18,-1.0921208,-0.50659513,1.2034495,1.8225863
19,-0.22710118,-0.39201465,-1.552729,1.064153
20,0.42201102,0.15447247,0.124101974,0.32977432
21,0.56250346,0.31648588,1.0280693,1.401892
22,-0.5326003,-0.58981144,-0.3655568,-0.54475564
23,-0.021429531,-0.10631707,1.0790035,-1.6640683
24,1.5297045,1.0593194,0.4146062,-0.8963511
25,-0.609663,-0.5444226,-1.0085087,1.4577714
26,-0.578176,-0.60009575,-1.5252514,0.66489416
27,0.5718249,0.8512536,1.2399535,-0.83593065
28,-0.5014142,-0.49539015,-1.6846546,1.3799022
29,-0.6816236,-0.630355,0.834049,-0.8733181
30,-0.46891603,-0.604432,1.4473958,-0.89735895
31,-0.4147753,-0.5164479,0.47770682,1.22817
32,-0.3970912,-0.5480045,-0.8017745,0.42018145
33,-0.4342939,-0.5853387,1.3122252,-0.4489704
34,-0.53585494,-0.6023817,0.4506732,-0.6720861
35,-0.4555532,-0.5756104,1.4225153,0.16162652
36,0.80514383,0.854066,1.520407,0.96864456
37,-0.45812926,-0.58999586,0.78891546,0.6107448
38,0.8934256,1.204363,1.4523561,0.82904446
39,-0.51743567,-0.56951344,-1.5130749,-1.2430731
40,-0.63136923,-0.5742123,-1.6615807,0.9428099
41,-0.5810696,-0.5851735,0.40452608,1.192835
42,0.82381105,1.5401626,-0.19857162,0.23141724
43,3.4909182,2.8899467,-1.4077766,0.99873525
44,-0.45164582,-0.5802206,0.3849357,0.8556477
45,-0.18339992,1.6702021,0.13943022,1.9644696
46,-0.28754383,-0.52082896,1.2615087,-0.6197849
47,-0.44221655,-0.58348763,0.7549462,0.73931503
48,0.17898503,0.036293358,-1.6111585,-1.4547741
49,3.0472386,3.964118,1.2094187,1.3397019
50,-0.69466555,-0.6219145,-0.21031344,-0.41150355
51,-0.64903533,-0.59200966,-0.18171266,0.9122651
52,-0.28862503,-0.528882,1.060529,-0.7219252
53,-0.69765925,-0.5379095,-0.37373772,1.6995897
54,0.05216737,-0.19115928,0.0719761,-0.45502383
55,-0.5200529,-0.58921456,-0.064051144,-0.06596532
56,-0.57020533,-0.5737325,-0.98617184,1.0715369
57,-0.38350046,-0.5633172,0.8464971,0.611833
58,0.11890076,-0.1673936,0.36368567,-0.688604
