,m,pt,phi,eta
0,-0.55813175,-0.57337934,1.0822549,-0.08900517
1,-0.5249871,-0.55322117,0.5118668,0.42896992
2,-0.47748047,-0.5383511,-0.6350945,0.52828085
3,0.43876737,2.0630083,0.066469826,-1.5885065
4,-0.7143442,-0.5941096,0.23834234,0.9560628
5,-0.58594567,-0.5946645,-1.4223759,-0.29478312
6,-0.58133465,-0.58434826,0.9391031,-0.86572236
7,1.114144,1.7884092,1.2172743,-1.3271716
8,-0.5238958,-0.5599851,-0.8162961,1.0726641
9,-0.13176791,-0.36664623,-0.39711198,-0.27892148
10,-0.13277344,-0.37516993,1.0012559,-0.33708626
11,1.9124888,1.7492299,1.4370357,1.2289503
12,2.1484761,1.569778,1.3373473,0.24626476
13,0.164151,2.2809875,0.3386105,-1.6802461
14,-0.6670523,-0.5245872,-0.31495437,-1.5605927
15,-0.69788706,-0.5814466,0.19402471,0.5770003
16,-0.6193611,-0.5820363,1.2647903,-1.1480286
17,-0.6125153,-0.5806528,-1.7212014,0.14289391
18,-1.1221979,-0.5561772,1.2260723,1.936779
19,-0.19617201,-0.34755355,-1.4959656,1.1414716
20,0.24141851,0.18938464,0.038795747,0.35250637
21,0.55174816,0.32160032,1.0466108,1.0677956
22,-0.5504928,-0.56215423,-0.33675796,-0.50976914
23,-0.025114909,-0.11236185,1.2023466,-1.6624606
24,1.5465139,1.1412243,0.45253825,-1.0772991
25,-0.60252106,-0.54253083,-1.0508459,1.4938083
26,-0.6290572,-0.5867587,-1.4293354,0.68772566
27,0.060341522,1.263845,1.5044577,-1.3047221
28,-0.4151001,-0.5036604,-1.6334381,1.4241588
29,-0.6500972,-0.59610146,0.8560376,-0.8021565
30,-0.48286253,-0.54537195,1.4395003,-0.8319419
31,-0.41772127,-0.4833153,0.52698207,1.2169495
32,-0.3652773,-0.49023658,-0.7948934,0.47560707
33,-0.4617054,-0.5489276,1.3289152,-0.33657694
34,-0.54989547,-0.5572347,0.41048303,-0.6407785
35,-0.46450335,-0.53275687,1.3833263,0.24633336
36,1.0211543,0.96381736,1.2867655,0.6704241
37,-0.5100895,-0.56473,0.7790561,0.650977
38,0.8569304,1.6051621,1.331219,0.32283145
39,-0.53716344,-0.54448324,-1.4178326,-1.2057345
40,-0.61831284,-0.5806466,-1.6746575,0.9917053
41,-0.64527386,-0.5712057,0.37242284,1.182275
42,0.88040954,1.411818,-0.1545389,-0.16570902
43,3.519318,2.5915418,-1.1326277,0.602242
44,-0.50079006,-0.53247327,0.34100077,0.85311
45,0.80543953,0.91537774,-0.18962085,1.8607333
46,-0.30721748,-0.4767335,1.3121855,-0.5496494
47,-0.49156725,-0.5627871,0.72975755,0.7857482
48,0.22590488,-0.067397654,-1.4683722,-1.4215255
49,3.023694,3.7892864,1.0219895,1.1641326
50,-0.70002586,-0.5740418,-0.2105973,-0.3190344
51,-0.7149371,-0.5877474,-0.19342393,0.9463941
52,-0.26812607,-0.4682749,1.0614085,-0.629823
53,-0.77193725,-0.54798585,-0.39341888,1.7237828
54,0.014062077,-0.2506711,0.15340945,-0.41119367
55,-0.5687026,-0.55729145,-0.13453728,-0.04757762
56,-0.5881124,-0.5720641,-1.0363905,1.116435
57,-0.41553777,-0.53810996,0.838015,0.65805274
58,0.08378674,-0.19640452,0.38531652,-0.7170872
59,-0.7093902,-0.5998853,0.7261111,-0.40810353
