,m,pt,phi,eta
0,-0.53145003,-0.5959343,1.0682092,-0.109998204
1,-0.49216628,-0.5617859,0.5298912,0.4687575
2,-0.48519593,-0.58211166,-0.583315,0.5160994
3,0.7613925,1.8514705,0.17854771,-1.7571766
4,-0.726271,-0.6177709,0.24730413,0.93055123
5,-0.5471271,-0.57904315,-1.3230233,-0.31511253
6,-0.5780193,-0.5926577,0.99510753,-0.83668166
7,0.98316,1.7504793,1.4339588,-1.2921256
8,-0.5248126,-0.58691275,-0.79916155,1.0271381
9,-0.08679127,-0.28498113,-0.25715244,-0.27396998
10,-0.17372075,-0.3433063,0.92741233,-0.34434712
11,1.8630334,1.3906626,1.4643147,1.180394
12,2.2609239,1.1495157,1.3996325,0.24376264
13,0.48218325,1.7030683,0.30944648,-1.6192578
14,-0.5755208,-0.5866351,-0.26306885,-1.5189931
15,-0.6110792,-0.6081301,0.21486396,0.5232267
16,-0.62519795,-0.62056994,1.3201432,-1.1380668
17,-0.55781806,-0.591951,-1.593568,0.1765495
18,-1.1456231,-0.5299679,1.232207,1.9278352
19,-0.1365867,-0.33858728,-1.4588162,1.0757489
20,0.27524874,0.1993277,0.07777667,0.31345296
21,0.7621871,0.2790219,1.0748986,0.9600388
22,-0.4920835,-0.59236705,-0.29243368,-0.48970896
23,-0.0057518333,-0.06968492,1.2203932,-1.657372
24,1.4938408,1.1907398,-0.11441244,-0.9686573
25,-0.5435644,-0.545271,-0.973457,1.42645
26,-0.5268599,-0.58359164,-1.4461565,0.7019485
27,0.13760985,1.1405325,1.4953222,-1.3767946
28,-0.4606561,-0.505057,-1.6914009,1.4342244
29,-0.6855131,-0.6087738,0.9109115,-0.8279755
30,-0.49153668,-0.5867568,1.4753375,-0.8415017
31,-0.45095915,-0.538898,0.50557464,1.1994425
32,-0.3769164,-0.53048646,-0.71708286,0.4198968
33,-0.43829882,-0.5787778,1.3276068,-0.3886692
34,-0.52427924,-0.5948005,0.5020497,-0.667828
35,-0.48659688,-0.5676929,1.3733641,0.20700115
36,0.78464854,1.1092563,1.3605242,0.6014647
37,-0.49776667,-0.5912596,0.82156014,0.66865027
