,m,pt,phi,eta
0,-0.45143485,-0.5762212,1.0995725,-0.097905636
1,-0.41101623,-0.5679405,0.5829929,0.45722532
2,-0.49120927,-0.54567695,-0.60658664,0.5503073
3,0.8100654,2.1729598,0.38429222,-1.7011832
4,-0.6703185,-0.6377927,0.27688143,0.9336174
5,-0.6180564,-0.58117247,-1.336779,-0.28843483
6,-0.45576108,-0.5687165,1.0047235,-0.8330767
7,1.2428179,1.9502848,1.3984816,-1.2125206
8,-0.5248927,-0.5468968,-0.8007698,1.0335988
9,-0.11994386,-0.21423003,-0.30369094,-0.29659167
10,0.025031567,-0.2692465,0.94349146,-0.3148925
11,2.165083,1.4842647,0.8617601,1.4713436
12,2.70868,1.0687091,1.1392909,0.29252177
13,0.5514228,2.3347826,0.64832544,-1.744332
14,-0.62521875,-0.5432111,-0.20899948,-1.5165591
15,-0.6194774,-0.6247381,0.24829641,0.5788723
16,-0.5472022,-0.5802603,1.3362774,-1.1072687
17,-0.652321,-0.61394143,-1.6366346,0.18615197
18,-0.98555994,-0.60149074,1.2542214,2.025016
19,-0.25295997,-0.37262723,-1.4385511,1.088218
20,0.621283,0.22161856,0.087026305,0.33489335
21,1.0670875,0.44382015,1.2749022,1.1893096
22,-0.5399065,-0.5623883,-0.27591532,-0.51631296
23,0.29264444,-0.01799813,1.1358179,-1.6715692
24,1.7207686,1.2033291,0.29916072,-1.0757048
25,-0.60321486,-0.5398865,-1.0091088,1.5058256
26,-0.60740316,-0.57931316,-1.5280544,0.70396775
27,0.33982563,1.3823701,1.579724,-1.2110026
28,-0.5106852,-0.5560968,-1.7687268,1.4101844
29,-0.6045494,-0.6269295,0.91212416,-0.81459224
30,-0.37662864,-0.5547925,1.5159825,-0.802037
31,-0.35846865,-0.49795952,0.5282442,1.318352
32,-0.39622968,-0.50438774,-0.74804276,0.47849005
33,-0.38743055,-0.55336905,1.3348721,-0.3707833
34,-0.47049844,-0.5802692,0.44148016,-0.68037385
35,-0.37404346,-0.529886,1.4105319,0.23102827
36,1.1266413,1.1853011,0.9788542,0.6977842
37,-0.4096446,-0.57463443,0.8152745,0.66011983
38,1.1130493,1.6399078,1.1427398,0.3311925
39,-0.553614,-0.55951226,-1.4424531,-1.188871
40,-0.65795505,-0.5942075,-1.6672324,0.9905849
41,-0.5652423,-0.5919514,0.48662066,1.2564267
42,1.0022726,1.6088704,-0.20226169,-0.16449831
43,3.9673367,2.4414432,-1.5362793,0.8481265
44,-0.39956337,-0.5616132,0.40896717,0.85552937
45,0.6043761,1.1429036,0.88862705,1.6769375
46,-0.16321898,-0.43781522,1.2772853,-0.5657809
47,-0.38725328,-0.5610411,0.7546308,0.7867258
48,0.08996126,-0.03858021,-1.6277635,-1.4141821
49,2.6671946,4.9383616,0.85353065,0.7070485
50,-0.7025863,-0.6155211,-0.13543232,-0.34903997
51,-0.63388264,-0.6153536,-0.05631797,0.93737644
52,-0.16177136,-0.42152277,1.1024096,-0.64233434
53,-0.65842605,-0.58034575,-0.31579363,1.7891381
54,0.29067138,-0.20058885,0.19247776,-0.41993812
55,-0.5229181,-0.54499376,-0.052905634,-0.019588664
56,-0.58254194,-0.5491642,-0.9651714,1.0983968
57,-0.3295961,-0.5315454,0.8784779,0.66425645
58,0.37173313,-0.17657313,0.3891976,-0.6862636
59,-0.63993704,-0.62549067,0.7673242,-0.41781446
60,-0.670889,-0.6219126,-1.5642283,-0.6551641
61,-0.5688399,-0.5694246,-0.26191905,-0.1738509
62,-0.73989105,-0.6413666,-1.6178918,-0.993305
63,-0.43116337,-0.5160395,-0.56489724,0.2629068
64,-0.5359746,-0.571607,0.28294036,-0.82586014
65,0.20020807,-0.14513317,1.2622486,1.1268556
66,-0.639676,-0.5733397,-0.93836856,-1.1036662
67,-0.2298041,-0.46207508,0.5038036,0.94242454
68,-0.7229655,-0.617833,-0.17757657,-0.30709526
